superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing	L1-opseq	op[0] ours=eq:'SuperscriptDemoDemonstrating' word=eq:'SuperscriptDemoDemonstratingsuperscript'
superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow	L2-inventory	del:2v3
superscript_demo_style_default_missing_support_tickets_table	L3-histogram	only-ours=[] only-word=['tblLook', 'tblPrEx']
support_tickets_summary_id_paraid_overflow_support_tickets_table	L2-inventory	ins:22v23 pPrChange:1v0
support_tickets_summary_id_paraid_overflow_support_tickets_table	L3-histogram	only-ours=['pPrChange'] only-word=['tblLook', 'tblPrEx']
support_tickets_summary_id_paraid_overflow_text_highlight_demo_style_default_missing	L2-inventory	del:2v3
support_tickets_table_support_tickets_summary_id_paraid_overflow	L2-inventory	del:22v23 pPrChange:1v0
support_tickets_table_support_tickets_summary_id_paraid_overflow	L3-histogram	only-ours=['pPrChange', 'spacing'] only-word=['tblLook', 'tblPrEx']
support_tickets_table_table_bookmark_end	L2-inventory	del:12v13 ins:183v184 tcPrChange:0v9 trPrChange:0v3
support_tickets_table_table_bookmark_end	L3-histogram	only-ours=['type'] only-word=['bookmarkEnd', 'bookmarkStart', 'gridBefore', 'gridSpan', 'lastRenderedPageBreak', 'tblInd', 'tblPrEx', 'tblPrExChange']
table_bookmark_end_table_vmerge_colspan	L1-opseq	op[10] ours=del:'Test2–FixedWidthTable(8.33in)R1C' word=del:'Test2–FixedWidthTable(8.33in)'
table_vmerge_colspan_text_box	L2-inventory	del:52v53 ins:1v6 pPrChange:1v0
table_vmerge_colspan_text_box	L3-histogram	only-ours=['bookmarkEnd', 'bookmarkStart', 'cantSplit', 'pPrChange', 'type'] only-word=['formProt', 'tblLook', 'tblPrEx']
table_vmerge_colspan_text_box	S-rsid-leftover	1x rsid attributes remain
text_box_text_highlight_demo_style_default_missing	L1-opseq	op[0] ours=ins:'TextHighlightDemo' word=ins:'TextHighlightDemoDemonstratingtexthighli'
text_highlight_demo_style_default_missing_tiff_image	L2-inventory	del:4v5 sectPrChange:0v1
text_highlight_demo_style_default_missing_tiff_image	L3-histogram	only-ours=[] only-word=['cNvGraphicFramePr', 'docGrid', 'effectExtent', 'noProof', 'sectPrChange']
text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow	L1-opseq	op[5] ours=ins:'documentshowsTimesNewRomanwithbolditalic' word=ins:'documentshowsTimesNewRomanwithbolditalic'
tiff_image_times_new_roman_bold_id_paraid_overflow	L1-opseq	op[0] ours=ins:'TimesNewRomanBoldItalicDemoThisdocuments' word=ins:'TimesNewRomanBoldItalicDemoThis'
times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow	L3-histogram	only-ours=['pPr'] only-word=[]
times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow	L1-opseq	op[6] ours=ins:'CenteredTitlestylecreatesanimpressivedoc' word=ins:'CenteredTitlestylecreatesanimpressivedoc'
title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow	L1-opseq	op[10] ours=ins:'Document' word=ins:'DocumentTitle'
title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing	L1-opseq	op[4] ours=del:'Document' word=ins:'Titlestylecreatesavisuallyprominentdocum'
title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow	L2-inventory	pPrChange:1v2
track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow	L2-inventory	del:7v8
track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow	L2-inventory	pPrChange:1v0
track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow	L3-histogram	only-ours=['pPr', 'pPrChange'] only-word=[]
track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow	L3-histogram	only-ours=['pPr'] only-word=[]
track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow	L1-opseq	op[10] ours=ins:'Centeredunderlinedsuggestionsareclearfor' word=ins:'Centeredunderlinedsuggestionsareclearfor'
track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow	L2-inventory	pPrChange:1v2
track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow	L1-opseq	op[10] ours=ins:'Thispowerfulcombinationshowsmajorstructu' word=ins:'Thispowerfulcombinationshowsmajorstructu'
track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions	L2-inventory	ins:14v15
training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow	gt-invalid	Word GT fails reconstruction; excluded
underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing	L3-histogram	only-ours=['pPr'] only-word=[]
underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow	L2-inventory	pPrChange:1v0
underline_text_formatting_demo_style_default_missing_verdana_bold_large_font_id_paraid_overflow	L3-histogram	only-ours=['pPr', 'pPrChange'] only-word=[]
verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow	L3-histogram	only-ours=['pPr'] only-word=['commentRangeEnd', 'commentRangeStart', 'commentReference', 'rStyle']
verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2	S-rsid-leftover	1x rsid attributes remain
verdana_bold_large_font_id_paraid_overflow_verdana_font_demo_id_paraid_overflow_2	gt-invalid	Word GT fails reconstruction; excluded
verdana_font_demo_id_paraid_overflow_2_verdana_font_demo_id_paraid_overflow	gt-invalid	Word GT fails reconstruction; excluded
verdana_font_demo_id_paraid_overflow_verdana_italic_centered_demo_id_paraid_overflow	L3-histogram	only-ours=['pPr'] only-word=['commentRangeEnd', 'commentRangeStart', 'commentReference', 'rStyle', 'sz', 'szCs']
verdana_italic_centered_demo_id_paraid_overflow_vfdsdfcacawesd_suggesting_mixed_edits	gt-invalid	Word GT fails reconstruction; excluded
verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01	L0-modified	recon len 9647 vs src 0
verdana_italic_centered_demo_id_paraid_overflow_word_clean_strict01	S-bare-wps-drawing	bare wps drawing (no AlternateContent/pict fallback)
vfdsdfcacawesd_suggesting_mixed_edits_yellow_highlight_demo_id_paraid_overflow	gt-invalid	Word GT fails reconstruction; excluded
word_clean_strict01_word_tolerated_broken_media_rel	L0-original	recon len 9647 vs src 0
word_clean_strict01_word_tolerated_broken_media_rel	S-bare-wps-drawing	bare wps drawing (no AlternateContent/pict fallback)
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr	L2-inventory	del:2v3 pPrChange:0v1
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr	L3-histogram	only-ours=[] only-word=['pPrChange', 'sz', 'szCs']
word_tolerated_broken_media_rel_word_tolerated_duplicate_ppr	S-rsid-leftover	8x rsid attributes remain
word_tolerated_duplicate_ppr_word_tolerated_misplaced_link	L3-histogram	only-ours=['spacing'] only-word=['ind']
word_tolerated_duplicate_ppr_word_tolerated_misplaced_link	S-rsid-leftover	6x rsid attributes remain
word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz	L2-inventory	del:63v64 delText:48v47 pPrChange:0v1
word_tolerated_misplaced_link_word_tolerated_misplaced_pgsz	L3-histogram	only-ours=[] only-word=['formProt', 'pPrChange']
word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority	L2-inventory	del:46v47
word_tolerated_misplaced_pgsz_word_tolerated_misplaced_uipriority	L3-histogram	only-ours=['tblInd', 'tblLayout', 'tblStyle', 'type'] only-word=['formProt', 'lastRenderedPageBreak', 'proofErr', 'tblLook']
word_tolerated_misplaced_uipriority_word_tolerated_orphan_comment	L3-histogram	only-ours=['tblInd', 'tblLayout', 'tblStyle'] only-word=['ind', 'lastRenderedPageBreak', 'tblLook']
word_tolerated_orphan_comment_yellow_highlight_demo_id_paraid_overflow	L1-opseq	op[0] ours=ins:'YellowHighlightDemoThisdocumentdemonstra' word=ins:'YellowHighlightDemoThisdocumentdemonstra'
yellow_highlight_demo_id_paraid_overflow_yellow_highlight_italic_demo_style_default_missing	L1-opseq	op[9] ours=ins:'italic' word=ins:'italictextdrawsattentiontokeyquotations'
